question,answer,question_type
"Alexa'nın bir fincan limonatayı 2$'a sattığı bir limonata standı var. Malzemeler için 20 dolar harcadıysa, 80 dolar kar etmek için kaç bardak limonata satması gerekir?","Alexa'nın 80 dolar kar etmek için ilk olarak masrafları çıkarması gerekiyor. Malzemeler için 20 dolar harcadığına göre, toplamda 100 dolar kazanç elde etmesi lazım (80 dolar kar + 20 dolar malzeme masrafı).

1 bardak limonatayı 2 dolara satıyor.

100 dolar kazanç elde etmek için:
100 / 2 = 50 bardak limonata satması gerekir.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, Alexa'nın belirli bir kar elde etmesi için kaç birim ürün satması gerektiğini hesaplamayı gerektiriyor. Maliyet ve satış fiyatı verilmiş ve bu bilgileri kullanarak bir kar hesaplaması yapılması isteniliyor. Dolayısıyla, temel matematiksel işlemler ve denklem kurma yeteneğini gerektiren bir aritmetik problemdir.""}"
"Janet'in üniversitenin ilk dönemindeki notları 90, 80, 70 ve 100'dür. Eğer 2. dönem ortalaması yüzde 82 ise, 1. dönem ortalaması 2. dönem ortalamasından ne kadar yüksektir?","Janet'in birinci dönem ortalaması: (90 + 80 + 70 + 100) / 4 = 85
İkinci dönem ortalaması: 82
Birinci dönem ortalaması ikinci dönem ortalamasından 85 - 82 = 3 puan daha yüksektir.","{""type"": ""Aritmetik Ortalama Problemi"", ""explanation"": ""Bu problem, iki dönem notlarının aritmetik ortalamasının hesaplanmasını ve aralarındaki farkın bulunmasını gerektirir. İlk dönem notları verildiği için, bu notların ortalaması hesaplanır. Aynı şekilde 2. dönemin de ortalaması verildiği için bu iki ortalama arasındaki fark hesaplanarak sorunun cevabı bulunur.""}"
"Keegan her gün 7,5 saat okula gidiyor ve 7 ders alıyor. Tarih ve kimya derslerinin toplamı 1,5 saat. Keegan diğer derslerinden birinde ortalama kaç dakika geçiriyor?","Keegan tarih ve kimya dersleri dışında kalan toplam 5 derste geçirdiği süreyi hesaplamalıyız. Önce tarih ve kimya derslerinin toplam süresini toplam günlük eğitim süresinden çıkaralım:

7,5 saat - 1,5 saat = 6 saat

Bu 6 saat, diğer 5 ders için geçerli. Şimdi bu süreyi 5 derse bölelim:

6 saat / 5 ders = 1,2 saat/ders

1,2 saati dakikaya çevirelim:

1,2 saat * 60 dakika/saat = 72 dakika

Keegan diğer derslerinden birinde ortalama olarak 72 dakika geçiriyor.","{""type"": ""arithmetic"", ""explanation"": ""Bu soru, verilen toplam süre kullanılarak diğer derslerin sürelerini hesaplamayı gerektiren bir aritmetik sorusu olarak sınıflandırılır. Keegan'ın okuldaki toplam süresinden tarih ve kimya derslerinin toplam süresi çıkarılarak diğer dersler için kalan süre bulunmalı ve bu süre diğer derslerin sayısına bölünerek bir dersin süresi hesaplanmalıdır.""}"
"Lennon bir satış temsilcisidir ve müşterilerle görüşmek için seyahat ettiğinde 0,36 $ kilometre tazminatı almaktadır.  Pazartesi günü 18 mil gitmiştir.  Salı günü 26 mil gitmiştir.  Çarşamba ve Perşembe günleri her gün 20 mil ve Cuma günü 16 mil yol kat etmiştir.  Kendisine ne kadar para geri ödenecektir?","Lennon toplamda 100 mil yol kat etmiştir (18 + 26 + 20 + 20 + 16 = 100). Kilometre tazminatı 0,36 $ olduğuna göre, kendisine toplam 36 $ geri ödenecektir (100 mil * 0,36 $/mil = 36 $).","{""type"": ""aritmetik hesaplama"", ""explanation"": ""Bu soru, belirli bir hafta boyunca kat edilen toplam mesafeyi ve bu mesafenin belirli bir birim maliyeti üzerinden yapılan toplam geri ödemenin hesaplanmasını gerektirir. Problem, basit bir toplama ve çarpma işlemi içerir; bu nedenle aritmetik hesaplama türündedir.""}"
"Richard ve Sarah'nın mevcut faiz oranlarıyla bir evin peşinatı için yeterli birikimi yapmaları 3 yıl sürecektir. Evin peşinatı 108000 $ ise, aylık tasarrufları paylaşmaları durumunda her bir kişinin aylık tasarruf edeceği miktarı hesaplayın.","Peşinat miktarı 108,000 $ ve hedefe 3 yılda ulaşmak istiyorlar.

Öncelikle, 3 yıl = 3 * 12 ay = 36 ay.

108,000 $ / 36 ay = 3,000 $/ay.

Bunu iki kişi arasında paylaşacakları için:

3,000 $ / 2 = 1,500 $/ay.

Her bir kişi aylık 1,500 $ tasarruf etmelidir.","{""type"": ""parçalara ayırma ve dağıtma"", ""explanation"": ""Verilen toplam miktarın (evin peşinatı) belirli bir süreye (3 yıl) ve iki kişiye (Richard ve Sarah) eşit olarak bölünüp dağıtılmasını gerektiren bir problemdir.""}"
"Mira her sabah koşar. Saatte 5 mil koşuyor. Her sabah 2 saat koşarsa, beş gün boyunca kaç mil koşabilir?",Beş gün boyunca Mira toplam 50 mil koşabilir.,"{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, bir bireyin belirli bir süre boyunca sabit bir hızda hareket etmesiyle ilgili basit bir çarpma işlemi gerektirir. Yukarıdaki problem, saatteki mesafe ve koşulan saat sayısı ile günlük toplam mesafeyi hesaplamayı ve bunu beş gün ile çarpmayı gerektirir. Dolayısıyla temel bir aritmetik işlemi içeren bir problem türüdür.""}"
Bekah tarih dersi için 408 sayfa okumak zorundaydı. Hafta sonu 113 sayfa okudu ve okumasını bitirmek için 5 günü kaldı. Ödevini tamamlamak için 5 gün boyunca her gün kaç sayfa okuması gerekecek?,"Bekah tamamlaması gereken 408 sayfadan 113 sayfa okuyarak 295 sayfa kalmış durumda. Bu 295 sayfayı 5 güne bölersek, her gün okuması gereken sayfa sayısı:

295 ÷ 5 = 59 sayfa.

Yani, Bekah'ın ödevini tamamlamak için her gün 59 sayfa okuması gerekecek.","{""type"": ""word problem"", ""explanation"": ""Bu soru, bir durumu anlatarak sayısal bir problem sunan bir kelime problemidir. Bekah'ın bir ödevi tamamlamak için kalan günlerde her gün kaç sayfa okuması gerektiğini hesaplamamızı gerektiriyor. Toplam sayfa sayısı, okunan sayfalar ve kalan gün sayısı gibi bilgileri kullanarak bir çözüm bulmamız isteniyor.""}"
Andy ve Bob atıştırmalık almak için kantine gittiler. Aynı miktarda harcama yaptılar. Andy 1$'a bir kutu soda ve tanesi 2$'a iki hamburger aldı.  Bob 3 dolara iki sandviç ve bir kutu meyveli içecek sipariş etti.  Bob'un meyveli içeceği ne kadardı?,Bob'un meyveli içeceği 1$'dı.,"{""type"": ""eşitlik kurma"", ""explanation"": ""Bu soru, iki farklı kişi tarafından yapılan eşit harcamaların karşılaştırılmasıyla ilgilidir. Harcanan miktarlar birbirine eşit olduğu için, verilen bilgilere dayanarak Bob'un meyveli içeceğinin fiyatını belirlemek için bir denklem kurmamız gerekiyor.""}"
"Bir kütüphane dolabında beş antik parşömen bulunmaktadır. İlk parşömen 4080 yaşındadır. Her parşömen bir öncekinden son parşömenin yaşının yarısı kadar daha eskiyse, beşinci parşömen kaç yaşındadır?",Beşinci parşömen 2720 yaşındadır.,"{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, bir dizideki elemanlar arasındaki ilişkiyi belirlemek ve özel bir aritmetik düzeni çözmekle ilgilidir. Her parşömen yaşı, bir önceki parşömenden son parşömenin yaşının yarısı kadar uzaklaşmak anlamına gelir, bu da bir aritmetik dizi oluşturur. Dolayısıyla, beşinci parşömen yaşını bulmak için aritmetik hesaplamalar gereklidir.""}"
"Bir çamaşır makinesi, çamaşır yükü başına ağır yıkama için 20 galon, normal yıkama için 10 galon ve hafif yıkama için 2 galon su kullanır. Çamaşır suyu kullanılıyorsa, çamaşırları iyice durulamak için ekstra bir hafif yıkama döngüsü eklenir. Yapılacak iki ağır yıkama, üç normal yıkama ve bir hafif yıkama vardır. Yüklerden ikisinin ağartılması gerekiyor. Kaç galon suya ihtiyaç duyulacaktır?","Toplam su ihtiyacını hesaplamak için her yıkama türü ve ekstra durulamalar için kullanılan su miktarlarını toplarız.

- 2 ağır yıkama: 2 * 20 galon = 40 galon
- 3 normal yıkama: 3 * 10 galon = 30 galon
- 1 hafif yıkama: 1 * 2 galon = 2 galon
- 2 yük için ekstra hafif yıkama, çünkü çamaşır suyu kullanılacak: 2 * 2 galon = 4 galon

Toplam: 40 + 30 + 2 + 4 = 76 galon

Toplamda 76 galon suya ihtiyaç duyulacaktır.","{""type"": ""word problem"", ""explanation"": ""Bu soru, verilen durumları ve değişkenleri kullanarak bir problem çözmeyi gerektiren bir kelime problemi türüdür. Belirli bir dizi işlemle birlikte çamaşır makinesinin su tüketimini hesaplamayı hedefler.""}"
"Bir salonda 32 masa bulunmaktadır. Masaların yarısında 2'şer sandalye, 5'inde 3'er sandalye ve geri kalanında 4'er sandalye vardır. Salonda toplam kaç sandalye vardır?","Bu soruyu çözmek için her grup masa için sandalye sayısını hesaplayarak toplam sandalyeyi bulabiliriz:

1. Masaların yarısında (32 / 2 = 16 masa) 2'şer sandalye var:
   16 masa * 2 sandalye = 32 sandalye

2. 5 masada 3'er sandalye var:
   5 masa * 3 sandalye = 15 sandalye

3. Geri kalan masalarda 4'er sandalye var. Toplam masa sayısı 32 olduğuna göre, geri kalan masalar 32 - 16 - 5 = 11 masadır:
   11 masa * 4 sandalye = 44 sandalye

Toplam sandalye sayısı:
32 + 15 + 44 = 91 sandalye

Sonuç olarak, salonda toplam 91 sandalye vardır.","{""type"": ""Aritmetik Problem"", ""explanation"": ""Bu soru, verilen bilgilerle aritmetik işlemler yaparak belirli bir sonucu bulmayı gerektiren bir matematik problemidir. Problem, belirli sayıda obje (sandalye) için basit toplama ve çarpma işlemlerini içerir.""}"
Ian piyangodan 100 dolar kazandı.  Parayı borçlarını ödemek için kullanmaya karar verdi. Colin'e 20 dolar ödedi. Daha sonra Helen'e Colin'e ödediğinin iki katını ödedi. Son olarak da Helen'e ödediğinin yarısını Benedict'e ödedi.  Borçlarını ödedikten sonra dolar olarak ne kadar parası kalmıştır?,"Ian, Colin'e 20 dolar ödedi, bu yüzden Colin'e ödediğinin iki katı olan 40 doları Helen'e ödedi. Helen'e ödediğinin yarısı olan 20 doları da Benedict'e ödedi. Bu durumda toplam ödediği miktar:

20 (Colin) + 40 (Helen) + 20 (Benedict) = 80 dolardır.

Başlangıçta 100 doları olduğuna göre, borçlarını ödedikten sonra geriye:

100 - 80 = 20 doları kalır.","{""type"": ""problem-solving"", ""explanation"": ""Bu soru, paranın başlangıç miktarından belirli ödemeler yapıldıktan sonra kalan miktarın hesaplanması gerektiği bir problem çözme sorusudur. İan'in başlangıçta kazandığı paranın farklı kişilere ödeme yaparak ne kadarının kaldığını adım adım takip etmemiz gerekiyor.""}"
Bir şirketin 200 çalışanı vardır.  Çalışanların %60'ı işe arabayla gidiyor.  İşe arabayla gitmeyen çalışanların yarısı toplu taşıma araçlarını kullanıyor. İşe arabayla giden çalışan sayısı toplu taşıma kullanan çalışan sayısından kaç fazladır?,"İşe arabayla giden çalışanların sayısı 200 * %60 = 120 kişidir.

İşe arabayla gitmeyen çalışanların sayısı 200 - 120 = 80 kişidir.

İşe toplu taşıma araçlarını kullanan çalışanların sayısı 80 / 2 = 40 kişidir.

İşe arabayla giden çalışanların sayısı, toplu taşıma kullananlardan 120 - 40 = 80 kişi fazladır.","{""type"": ""Aritmetik Problem"", ""explanation"": ""Bu soru, verilen oranlar ve sayılarla çalışanların ulaşım tercihlerini belirleyip, iki grubun çalışana sayısındaki farkı bulmamızı gerektirir. Dolayısıyla temel aritmetik işlemlerle çözülebilecek bir problemdir.""}"
Jan 1000 feet kablo alıyor.  Bunu 25 metrelik bölümlere ayırıyor.  1/4'ünü bir arkadaşına veriyor.  Geri kalanının yarısını da depoya koyuyor. Elinde ne kadar tutuyor?,"Jan başlangıçta 1000 feet kablo alıyor. Önce bunu 25 metrelik bölümlere ayırıyor, daha sonra bir arkadaşına 1/4'ünü veriyor ve kalanların yarısını depoya koyuyor.

İlk olarak, kaç bölüm olduğunu hesaplayalım:
1000 feet / 25 feet = 40 bölüm

Bölümlerin 1/4'ü:
40 bölüm / 4 = 10 bölüm

Arkadaşına verdiği 10 bölümden sonra kalan bölüm sayısı:
40 bölüm - 10 bölüm = 30 bölüm

Bu kalan 30 bölümün yarısını depoya koyuyor:
30 bölüm / 2 = 15 bölüm

Elinde tuttuğu bölüm sayısı:
30 bölüm - 15 bölüm = 15 bölüm

Öyleyse, Jan elinde 15 bölüm tutuyor. Bu da 15 x 25 feet = 375 feet kablo eder.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, verilen bilgilerle belirli adımlar izlenerek çözülmesi gereken bir problem içeriyor. Adım adım hesaplama ve mantıksal düşünme gerektiriyor: İlk olarak, kabloyu 25 metrelik bölümlere ayırmak, ardından bu bölümlerin 1/4'ünü vermek, kalanını yarıya indirmek ve bu süreçlerin sonunda elinde kalan miktarı belirlemek gerekiyor.""}"
"Ginger renkli kamışlardan hasır örüyor. Her bir hasır için 20 kırmızı, 30 turuncu ve turuncu hasırların yarısı kadar da yeşil hasır gerekiyor. Ginger'ın 10 hasır yapması için kaç hasıra ihtiyacı var?","10 hasır yapmak için:
- 200 kırmızı hasır (20 x 10)
- 300 turuncu hasır (30 x 10)
- 150 yeşil hasır (turuncu hasırların yarısı, yani 300 / 2)

Toplamda 650 hasıra ihtiyacı var.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, belirli parçaların sayısını toplamak için temel aritmetik işlemleri gerektirir. Her bir hasır için kullanılan kamış sayısını bulmak ve bunu 10 hasır için hesaplamak gerekiyor. Dolayısıyla, bu bir aritmetik problemdir.""}"
"Kaylin, Freyja'dan dokuz yaş büyük olan Eli'den iki yaş büyük olan Sarah'dan beş yaş küçüktür. Freyja on yaşındaysa, Kaylin kaç yaşındadır?","Freyja 10 yaşında.
Eli, Freyja'dan 9 yaş büyük, yani Eli 19 yaşında.
Sarah, Eli'den 2 yaş büyük, yani Sarah 21 yaşında.
Kaylin ise Sarah'dan 5 yaş küçük, yani Kaylin 16 yaşında.","{""type"": ""yaş problemi"", ""explanation"": ""Bu soru, kişilerin yaşları arasındaki farkları kullanarak bilinmeyen bir yaşı bulmayı gerektirir.""}"
Jane meyve bahçesinden 64 elma topladı. Bunları arkadaşlarına göndermek için 4 farklı sepete ayırdı. Jane bakmadığı sırada kız kardeşi her sepetten 3 elma aldı. Şimdi her sepette kaç elma var?,"Her sepette başlangıçta 64 / 4 = 16 elma vardı. Kız kardeşi her sepetten 3 elma aldığında, her bir sepette 16 - 3 = 13 elma kalır. Dolayısıyla, şimdi her sepette 13 elma var.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, verilen başlangıç miktarından bir dizi işlem yaparak son durumu belirlemeye çalışmayı içeriyor, bu da problem çözme ve mantıksal çıkarımlarda bulunmayı gerektiriyor.""}"
Yeşil iplik parçası 156 cm uzunluğundadır. Kırmızı iplik yeşil ipliğin üç katından 8 cm daha uzundur. İki iplik parçasının toplam uzunluğundaki santimetre sayısı kaçtır?,"Yeşil iplik parçası 156 cm uzunluğundadır. Kırmızı iplik bu uzunluğun üç katından 8 cm daha uzundur, yani:

3 * 156 + 8 = 468 + 8 = 476 cm

İki ipliğin toplam uzunluğu ise:

156 cm + 476 cm = 632 cm

Sonuç olarak, iki iplik parçasının toplam uzunluğu 632 cm'dir.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, verilen bilgilerle matematiksel işlemler yaparak bir problemi çözmeyi gerektiriyor. Önce yeşil ipliğin uzunluğu kullanılarak kırmızı ipliğin uzunluğu hesaplanmalı ve ardından iki ipliğin toplam uzunluğu bulunmalıdır. Bu, problem çözme ve hesaplama becerilerini içeren bir uygulama sorusudur.""}"
"Bill bir borsadan sağlık hizmeti satın alıyor. İstediği planın normal aylık fiyatı 500 $'dır. Devlet, Bill'in gelirine bağlı olarak bu maliyetin bir kısmını ödeyecektir: 10.000 $'dan az kazanıyorsa %90'ını, 10.001 $ ile 40.000 $ arasında kazanıyorsa %50'sini ve 50.000 $'dan fazla kazanıyorsa %20'sini. Bill saatte 25 dolar kazanıyor ve haftada 30 saat, ayda dört hafta çalışıyor. Bill bir yıl içinde sağlık sigortası için ne kadar harcayacaktır?","Bill'in yıllık gelirini hesaplamak için önce haftalık gelirini hesaplayalım:

Haftalık gelir = Saatlik ücret × Haftalık çalışma saati
               = 25 $/saat × 30 saat/hafta
               = 750 $/hafta

Aylık gelir = Haftalık gelir × 4
           = 750 $/hafta × 4 hafta/ay
           = 3000 $/ay

Yıllık gelir = Aylık gelir × 12
            = 3000 $/ay × 12 ay/yıl
            = 36.000 $/yıl

Bu durumda Bill'in yıllık geliri 10.001 $ ile 40.000 $ arasındadır ve devlet bu maliyetin %50'sini öder.

Planın normal aylık fiyatı 500 $ olduğuna göre, devletin ödeyeceği miktar:
500 $ × %50 = 250 $

Bill'in aylık ödeyeceği miktar:
500 $ - 250 $ = 250 $

Bill'in bir yıl içinde sağlık sigortası için harcayacağı miktar:
250 $/ay × 12 ay = 3000 $

Sonuç olarak, Bill bir yıl içinde sağlık sigortası için 3000 $ harcayacaktır.","{""type"": ""uygulamalı matematik problemi"", ""explanation"": ""Bu soru, Bill'in yıllık gelirini hesaplayarak uygun devlet desteği oranını belirlememizi ve bunun sonucunda bir yıl içinde sağlık sigortası için ne kadar ödeme yapacağını bulmamızı gerektirir. Soruda verilerin kullanılması ve gelir hesaplaması gibi adımlar içerdiğinden, uygulamalı matematik problemlerine örnek teşkil eder.""}"
Honey günde 80 dolar kazanıyordu. Her gün maaşının bir kısmını harcıyor ve geri kalanını biriktiriyordu. 20 gün çalıştıktan sonra 1360 dolar harcadı. Honey 20 günde ne kadar biriktirdi?,"Honey günde 80 dolar kazanıyordu ve 20 gün çalıştı, bu da toplamda 80 * 20 = 1600 dolar yapar. 20 gün boyunca 1360 dolar harcadığına göre, biriktirdiği para 1600 - 1360 = 240 dolardır.","{""type"": ""arasındaki fark/alma problemi"", ""explanation"": ""Bu soru, belirli bir süre içinde kazanılan toplam miktardan harcanan miktarın çıkarılmasıyla ne kadar para biriktirildiğini bulmaya odaklanır.""}"
"Sam şifreli kilidi olan ağır bir kasa satın aldı. Kasada her sırada yirmi altın külçe bulunan dört sıra vardı. Her bir altın külçesinin değeri 200.000 $ ise, kasadaki altın külçelerinin toplam değerini hesaplayın.","Kasada toplam 4 sıra ve her sırada 20 altın külçe olduğuna göre, toplam altın külçe sayısı:

4 sıra * 20 altın külçe/sıra = 80 altın külçe

Her bir altın külçesinin değeri 200.000 $ olduğuna göre, toplam değer:

80 altın külçe * 200.000 $/külçe = 16.000.000 $

Kasadaki altın külçelerinin toplam değeri 16.000.000 $'dır.","{""type"": ""Aritmetik Problemi"", ""explanation"": ""Bu soru, verilen miktarlar ve değerler üzerinden temel çarpma işlemi yapılarak toplam değerin hesaplanmasını gerektiriyor. Dolayısıyla bir aritmetik problemi olarak sınıflandırılır.""}"
"Karen, Beatrice'in kutusundakinden iki kat daha fazla boya kalemi içeren dev bir boya kalemi kutusuna sahipti. Ama Beatrice'in kutusunda Gilbert'in kutusundakinin iki katı boya kalemi vardı. Gilbert'in kutusunda ise Judah'ın kutusundakinin dört katı boya kalemi vardı. Karen'in kutusunda 128 boya kalemi varsa, Judah'ın kutusunda kaç boya kalemi vardı?",Judah'ın kutusunda 8 boya kalemi vardı.,"{""type"": ""ünlüler & oranlar problemi"", ""explanation"": ""Bu soru, değişkenler arasındaki oranları kullanarak verilen miktarlar üzerinden diğer bir miktarı bulmayı gerektirir. Karen'in, Beatrice'in, Gilbert'in ve Judah'ın kutularındaki boya kalemlerinin oranları verilmiş ve Karen'in kutusundaki miktar verilerek Judah'ın kutusundaki miktarı bulmak istenmektedir. Bu tür sorular genellikle oranlar ve oranların çarpan etkileri üzerinden çözülür.""}"
"Bir gazeteye bir yıllık abonelik %45 indirimle sunulmaktadır. Bir abonelik normalde 80$ tutuyorsa, indirimli abonelik ne kadara mal olur?",İndirimli abonelik 44 dolara mal olur.,"{""type"": ""Yüzde Hesaplama ve İndirim Problemi"", ""explanation"": ""Bu soru, verilen bir yüzdelik indirime dayanarak bir ürünün indirimli fiyatını hesaplamayı gerektirir. Yani, bir yüzdelik değer üzerinden hesaplama yaparak belirli bir indirimin etkisini bulma sorusudur.""}"
Tim'in kedisi onu ısırdı.  Kendisini ve kedisini kontrol ettirmeye karar verdi.  Doktor ziyaretleri 300 dolar tuttu ve sigorta %75'ini karşıladı.  Kedisinin ziyareti 120 dolara mal oldu ve evcil hayvan sigortası 60 doları karşıladı.  Ne kadar ödedi?,Tim toplamda 120 dolar ödedi.,"{""type"": ""arihtmetik problem"", ""explanation"": ""Bu soru temel aritmetik işlemleri kullanarak toplam ödeme miktarını hesaplamayı gerektirir. Problemin çözümü için sigorta tarafından karşılanan kısımlar çıkarılarak Tim'in cebinden çıkan toplam miktar hesaplanmalıdır.""}"
"Ariella'nın oğlunun tasarruf hesabında Daniella'nın oğlunun tasarruf hesabında olduğundan 200 $ daha fazla parası vardır. Ariella'nın hesabı ona yıllık %10 oranında basit faiz kazandırıyor. Daniella'nın 400 doları varsa, Arialla iki yıl sonra ne kadar paraya sahip olacaktır?","Daniella'nın oğlu 400 dolar tasarrufa sahiptir. Ariella'nın oğlu 200 dolar daha fazla paraya sahiptir, yani

400 + 200 = 600 dolar.

Ariella'nın oğlu %10 yıllık basit faiz kazanmaktadır. Faiz formülü:

Faiz = Anapara × Faiz Oranı × Zaman

600 dolar, %10 faiz oranıyla 2 yıl boyunca kazandırdığında:

Faiz = 600 × 0.10 × 2 = 120 dolar.

Toplam miktar:

600 + 120 = 720 dolar.

Dolayısıyla, iki yıl sonra Ariella'nın oğlunun tasarruf hesabında 720 dolar olacaktır.","{""type"": ""Faiz Hesaplama Problemi"", ""explanation"": ""Bu soru, bir kişinin belirli bir başlangıç miktarındaki tasarrufuna basit faiz uygulanarak gelecekteki toplam miktarın hesaplanmasını içeriyor. Ariella'nın oğlunun tasarruf miktarını Daniella'nın miktarı ve onun üzerine eklenen 200 dolara bağlı matematiksel bir ifade ile ifade ederek, daha sonra basit faiz formülünü uygularız.""}"
"Colby mango ağaçlarını hasat etti, hasat ettiği toplam mango 60 kilogramdı. Bunun 20 kilogramını markete satmış, kalan yarısını da kendi topluluğuna satmıştır. Her bir kilogram 8 mango içeriyorsa, hala kaç mangosu vardır?","Colby, başlangıçta 60 kilogram mango hasat etti. Bunun 20 kilogramını markete sattı, yani geriye 40 kilogram kaldı. Kalan 40 kilogramın yarısını kendi topluluğuna sattığına göre geriye 20 kilogram mango kaldı.

Her bir kilogramda 8 mango olduğuna göre, 20 kilogramda:

20 kilogram × 8 mango/kilogram = 160 mango

Colby'nin hala 160 mangosu vardır.","{""type"": ""Zihinsel Matematik Problemi"", ""explanation"": ""Bu soru, verilen bilgilerle mantıksal adımları izleyerek basit aritmetik işlemleri yapmayı gerektirir. Önce satılan ve elde kalan kilogramları bulur, ardından kalan kilogramdaki mango sayısını hesaplar.""}"
"George yolculuğu için biraz yiyecek aldı: bir şişe meyve suyu, bir sandviç ve bir şişe süt. Sandviç 4 dolardı ve meyve suyu iki kat daha pahalıydı. Bir şişe sütün maliyeti sandviç ve meyve suyunun toplam maliyetinin %75'i kadardı. George yemek için ne kadar ödedi?","Sandviç 4 dolar.

Meyve suyu: 4 * 2 = 8 dolar.

Sandviç ve meyve suyu toplamı: 4 + 8 = 12 dolar.

Süt: 12 * 0.75 = 9 dolar.

Toplam: 4 + 8 + 9 = 21 dolar.

George toplam 21 dolar ödedi.","{""type"": ""word problem"", ""explanation"": ""Bu soru bir sözel problem olarak sınıflandırılır çünkü metin tabanlı bir senaryo vererek, okuyucudan matematiksel hesaplamalar yaparak çözüm bulması beklenir. Sorudaki fiyatlar ve yüzdeler gibi bilgiler kullanılarak toplam maliyet hesaplanmalıdır.""}"
"Genç bir kız 23 mavi boncuk ve 16 sarı boncuğu bir kaseye döker. Toplamı 3 eşit parçaya bölüyor, her parçadan biraz boncuk çıkarıyor ve her parçada şimdi 6 boncuk olacak şekilde geri kalanı ikiye katlıyor. Her parçadan kaç tane boncuk çıkarılmıştır?","Her parçada 6 boncuk kalacak şekilde düzenleme yaptığında, her parçadan çıkarılan boncuk sayısı 9 olur. ","{""type"": ""algebra"", ""explanation"": ""Bu soru, bir denklem kurarak çözülmesi gereken problemleri içerir, bu da onun cebirsel bir problem olduğunu gösterir. Toplam boncuk sayısından her parçaya eşit sayıda dağıtarak ve çıkarılan boncuk miktarını belirleyerek bir denklem çözümü gerektirir.""}"
Jerome 150 millik bir bisiklet yolculuğuna çıkıyor. 12 gün boyunca 12 mil sürmek istiyor. Hedefini tamamlamak için 13. günde ne kadar yol gidecektir?,"Jerome 12 gün boyunca günde 12 mil sürerse toplamda 12 x 12 = 144 mil sürmüş olur. Hedefi 150 mil olduğu için, 13. günde 150 - 144 = 6 mil sürmesi gerekmektedir.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, toplam mesafe, günlük sürülen mesafe ve artan kalan mesafeleri hesaplamak için temel aritmetik işlemleri kullanmayı gerektirir. 12 gün boyunca gideceği toplam mesafeyi belirledikten sonra, 13. günde tamamlaması gereken kalan mesafeyi hesaplamak gerekiyor.""}"
"Mario'nun berberinde saç kesimi hafta sonları %50 daha pahalıdır. Mario Pazartesi günü son saç kesimi için 18 dolar ödediyse, bir gün önce ne kadar ödemiş olmalıydı?","Hafta sonları %50 daha pahalı olduğuna göre, Mario'nun Pazar günü ödeyeceği tutar Pazartesi günü ödediği tutarın %150'si kadardır.

Pazartesi günü ödediği tutar = 18 dolar

1.5 katı (Pazar günü fiyatı) = 18 dolar x 1.5 = 27 dolar

Mario bir gün önce (Pazar günü) 27 dolar ödemiş olmalıydı.","{""type"": ""problem solving"", ""explanation"": ""Bu soru, problem çözme kategorisine girer çünkü Mario'nun bir gün önce, yani hafta sonunda ödediği tutarı bulmak için verilen bilgiler kullanılarak hesap yapılması gerekmektedir. Matematiksel çıkarım yaparak, hafta içi ve hafta sonu fiyat farklarını analiz ederek sonuca ulaşılması gerekmektedir.""}"
John bir blok partisi düzenler ve masrafları 3 kişiyle paylaşır.  Kilosu 3 dolardan 100 kilo hamburger alırlar.  Ayrıca 80 dolarlık çeşni ve her şeyi pişirmek için propan alıyorlar.  John ayrıca 200$'a mal olan tüm alkolü de satın alıyor. John toplamda ne kadar harcadı?,John toplamda 230 dolar harcadı.,"{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, John'un bir blok partisi için harcamaları hesaplamasını gerektirir. Soruda verilen maliyetleri toplamak ve toplam harcamayı bulmak için temel aritmetik işlemleri kullanılır. Problem toplam harcamayı bulmaya dayalı bir hesaplama gerektiriyor.""}"
"Kasabanın yıllık bütçesi 32 milyon dolar. Bütçenin yarısı polise, 12 milyon doları da eğitime gidiyor. Kamusal alanların yönetimi için ne kadar para kalır?","Kasabanın yıllık bütçesinden polise ve eğitime ayrılan miktar hesaplandıktan sonra, kamusal alanların yönetimi için kalan miktar şu şekildedir:

Toplam bütçe: 32 milyon dolar
Polise ayrılan bütçe: 32 milyon doların yarısı = 16 milyon dolar
Eğitime ayrılan bütçe: 12 milyon dolar

Kalan bütçe: 32 milyon dolar - 16 milyon dolar - 12 milyon dolar = 4 milyon dolar

Kamusal alanların yönetimi için 4 milyon dolar kalır.","{""type"": ""problem"", ""explanation"": ""Bu soru, verilen bütçe ve dağıtım bilgilerine dayanarak bir miktar para hesaplama gerektirdiği için bir problem çözme sorusudur. Soruda verilen bilgiler kullanılarak, belirli bir miktar paranın nasıl dağıldığını anlamamız ve kalan miktarı hesaplamamız beklenmektedir.""}"
